objid,u,g,r,i,dered_u,dered_g,dered_r,dered_i,z,camcol,field,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,specobjid,specClass,z,objType,mag_0,mag_1,mag_2
587738067810779404,24.2139,21.506525,20.303429,20.171637,23.81921,21.216116,20.0928,20.011923,3.6384,5,214,24.03446,21.532452,20.333393,20.194466,20.076715,528280979282853888,4,3.6384,1,22.6063,20.716299,20.2969
587739132417474616,18.635321,18.470854,18.325684,18.140205,18.572416,18.42457,18.292114,18.114752,2.15912,4,87,18.632778,18.474106,18.326551,18.14122,17.914976,517580646516785152,3,2.15912,1,18.368073,18.236496,18.095188
587725550657339445,19.661339,19.117577,19.07049,19.061806,19.458544,18.968363,18.962267,18.979744,2.32135,2,90,19.650553,19.132524,19.073639,19.064028,18.736929,122382986892017664,4,2.32135,1,19.264143,19.223995,19.193176
587725551205286265,25.738792,21.683687,20.153788,20.20002,25.585533,21.570921,20.072001,20.138002,4.0694,3,259,25.725439,21.683796,20.161045,20.195839,20.301382,137301408352305152,3,4.0694,1,22.223572,20.760372,20.604265
587725551734620334,20.06023,19.214672,19.04101,18.893314,19.835995,19.049681,18.921345,18.802576,2.55534,4,144,20.054718,19.229292,19.034985,18.897348,18.602995,124634772252131328,4,2.55534,1,19.227438,19.0755,18.95657
587727178985308235,19.283081,19.099697,18.907299,18.839272,19.105606,18.969112,18.812588,18.767456,2.11828,3,67,19.28977,19.113224,18.940802,18.853432,18.571045,182621524241416192,3,2.11828,1,19.154673,18.956924,18.837023
587727179523424348,19.85211,19.303951,19.258545,19.134243,19.641624,19.149078,19.146217,19.049068,2.3077,4,86,19.821796,19.314194,19.262007,19.146872,18.865974,183182689518485504,4,2.3077,1,19.466415,19.430265,19.404135
587727179528011915,19.217916,19.17,19.003342,18.851444,19.023159,19.026699,18.899408,18.772635,2.10815,4,156,19.217903,19.186911,18.982386,18.8423,18.661865,184871559444299776,3,2.10815,1,19.24341,19.146687,19.012409
587727180076744740,19.637836,19.040968,18.963531,18.939417,19.413469,18.875881,18.843798,18.848625,2.51707,5,337,19.644932,19.047625,18.962458,18.935791,18.79253,128294063660072960,4,2.51707,1,18.959208,18.873791,18.872948
587727865642811724,19.75618,19.389093,19.283667,19.015436,19.530359,19.222937,19.163157,18.924057,2.1315,2,61,19.763388,19.39209,19.291176,19.020992,18.66806,152782745792151552,3,2.1315,1,19.533241,19.387739,19.067558
587728308024574104,21.849068,19.436926,19.13575,19.04096,21.67951,19.312166,19.045265,18.972347,3.05937,2,63,21.928455,19.437786,19.138645,19.036888,18.939201,142369563634302976,4,3.05937,1,19.677868,19.322908,19.136272
587728676858429466,19.445675,19.11269,18.665516,18.360291,19.381968,19.065815,18.631517,18.334511,2.12203,1,117,19.437868,19.12295,18.671453,18.357538,18.186258,169391157745287168,3,2.12203,1,19.39003,18.767998,18.394611
587728677395890234,19.217028,18.818377,18.700706,18.631977,19.131027,18.755098,18.654812,18.597178,2.09496,2,126,19.227964,18.7939,18.693775,18.632765,18.468515,169391156935786496,3,2.09496,1,18.987076,18.81424,18.728413
587728678468518043,19.743587,19.465652,19.052588,18.609886,19.65871,19.403202,19.007292,18.575541,2.13411,4,109,19.73996,19.473021,19.049788,18.6024,18.483498,169109687772381184,2,2.13411,1,19.556782,19.063574,18.606215
587728679008403498,21.237724,20.153751,20.177214,21.169798,21.110325,20.060013,20.109226,21.118246,2.81809,5,155,21.24568,20.168501,20.213163,21.177612,19.995905,170234564961107968,4,2.81809,1,20.218842,19.879492,19.560619
587728879793471635,19.156324,19.209175,19.120508,18.937164,18.97958,19.079128,19.026188,18.865643,2.00313,3,84,19.142282,19.224312,19.109379,18.931494,18.7012,158976187861827584,3,2.00313,1,19.188366,19.150063,18.943733
587728880334471407,21.515076,19.279877,19.001795,18.920925,21.306349,19.126297,18.890408,18.836462,3.00632,4,147,21.530165,19.281178,19.012928,18.935543,18.770617,160102216974204928,4,3.00632,1,19.230078,19.00807,18.98391
587728905565634665,18.591236,18.461693,18.296392,18.163797,18.3734,18.301411,18.180143,18.075649,2.07583,3,120,18.593891,18.464258,18.307446,18.169453,17.937002,213582459931983872,3,2.07583,1,18.572756,18.396902,18.283468
587731520672890889,19.334427,18.537565,18.679197,18.664547,19.277817,18.495913,18.648987,18.64164,2.42736,2,258,19.357265,18.554899,18.710508,18.689362,18.367018,234974826492592128,4,2.42736,1,18.853886,18.85314,18.777351
587731522820046943,22.215511,19.030191,18.372265,18.237612,22.127586,18.965498,18.325342,18.202032,3.47677,6,253,22.16972,19.023962,18.367764,18.231443,18.14082,234693344737886208,4,3.47677,1,18.988121,18.357639,18.296429
587731868023717991,24.397608,20.460663,19.536201,19.67057,24.310709,20.396725,19.489828,19.635406,3.72556,1,187,24.34589,20.449644,19.525217,19.66193,19.311577,286767751840661504,3,3.72556,1,20.577114,19.623482,19.5473
587731868553904194,19.391474,18.747786,18.738798,18.684986,19.289764,18.672949,18.684521,18.643829,2.38588,2,85,19.408522,18.75827,18.707777,18.677097,18.587534,283953151969591296,4,2.38588,1,18.705376,18.676689,18.653023
587731869091168444,22.460932,20.34498,20.065594,20.081539,22.382637,20.287371,20.023811,20.049856,3.23613,3,91,22.353298,20.35367,20.065716,20.085573,20.115416,284234356698906624,3,3.23613,1,20.486372,20.146101,20.170231
587731872851755483,23.885397,21.945229,19.973701,19.512941,23.635555,21.761396,19.840372,19.41184,4.25489,2,129,23.88125,21.929605,19.994081,19.509388,19.377827,251583022527152128,2,4.25489,1,23.022772,20.215199,19.67865
587731872852410629,25.172087,21.026915,20.318415,20.116611,24.960491,20.871225,20.205496,20.030989,2.9875,2,139,25.060108,21.046299,20.339315,20.136686,20.032114,251864609265287168,3,2.9875,1,21.064594,20.360258,20.119087
587731873920319533,19.429134,19.489994,19.355202,19.001591,19.2323,19.345165,19.25016,18.92194,2.03867,4,50,19.41279,19.473459,19.348551,18.985928,18.795481,250174575831154688,3,2.03867,1,19.486919,19.333731,18.982763
587731887341568151,19.439194,19.166773,19.040037,18.975643,19.21785,19.00391,18.921915,18.886076,2.15369,5,42,19.427734,19.179646,19.045849,18.990202,18.781366,250174575130705920,3,2.15369,1,19.170147,19.081732,18.990189
587731887351988309,19.389099,19.282982,19.198971,19.038855,19.289131,19.209425,19.145622,18.998402,2.04883,5,201,19.413872,19.274143,19.22455,19.068666,18.821798,252990471943487488,3,2.04883,1,19.089518,19.001146,18.891378
587731892186447996,21.716213,19.783113,19.434708,19.347887,21.624296,19.715483,19.385656,19.310692,2.99672,6,241,21.693041,19.777521,19.429012,19.338041,19.358271,256085722136576000,4,2.99672,1,19.804304,19.513376,19.422998
587732048947773540,19.84474,19.347534,18.811998,18.49164,19.791945,19.308687,18.783823,18.470276,2.095,2,165,19.820187,19.333607,18.809544,18.49786,18.317158,254115526417055744,3,2.095,1,19.348455,18.793678,18.486708
587732054856040759,23.84148,24.446077,21.490967,19.960007,23.756102,24.383257,21.445404,19.925459,4.71547,5,206,23.684681,24.480909,21.528837,19.993649,19.789627,337996181109997568,4,4.71547,1,25.298906,22.168547,20.251167
587732134842532021,21.072685,19.413853,19.112906,18.903625,21.001656,19.361589,19.075001,18.874884,2.7978,2,95,21.048538,19.400232,19.107658,18.913734,18.833187,246515463775846400,3,2.7978,1,19.438005,19.106274,18.929567
587738066188304897,24.446407,21.766336,20.109713,19.600401,24.0937,21.506819,19.921488,19.457676,4.24196,2,33,24.251507,21.754429,20.116247,19.601315,19.509354,524898334368858112,4,4.24196,1,0,20.388573,19.819794
587738066731728961,24.388882,21.35453,19.940832,19.7717,24.182825,21.202915,19.830868,19.688318,4.00383,3,133,24.283329,21.363491,19.953947,19.79627,19.772228,526868964773462016,4,4.00383,1,21.540539,19.944462,19.828621
587738066738872364,23.464771,20.349775,19.842724,19.607122,22.878849,19.918659,19.530043,19.370026,3.17647,3,242,23.251261,20.348753,19.843992,19.60898,19.759253,528843972466966528,3,3.17647,1,20.318201,19.770805,19.570305
587738067266568333,19.41688,19.003494,18.775333,18.771696,19.065605,18.745029,18.587873,18.629551,3.36911,4,102,19.422535,19.013077,18.778799,18.773994,18.756624,526305770334060544,3,3.36911,1,18.970901,18.737617,18.77993
587738195574653391,25.07958,22.710648,20.497704,20.131094,24.737862,22.459213,20.315344,19.992815,4.37505,3,40,24.834513,22.712069,20.504545,20.132416,20.194994,525461290903142400,3,4.37505,1,24.659679,20.896347,20.522003
587738196113622094,25.751942,23.277042,22.152895,20.090443,25.434368,23.043375,21.983419,19.961935,2.24298,4,72,25.282297,23.514023,22.638145,20.256695,19.493866,526024257386315776,0,2.24298,1,24.417934,22.813095,21.155869
587738197193589110,24.764948,21.387203,20.830189,20.526104,23.824295,20.69508,20.328203,20.145464,2.25419,6,167,24.486908,21.378891,20.815313,20.518726,20.607836,527999456788873216,0,2.25419,1,22.774237,21.474873,21.265602
587738372210491568,22.131767,19.113703,18.467175,18.251657,21.972326,18.996387,18.382088,18.187138,3.44833,4,121,22.113438,19.114532,18.472986,18.285202,18.210188,542912795067285504,3,3.44833,1,19.285841,18.608995,18.432255
587739131883683926,19.397228,19.065323,19.020041,18.910273,19.329399,19.015415,18.983843,18.882826,2.21027,3,134,19.398472,19.065258,19.053053,18.933554,18.754068,518425174660349952,3,2.21027,1,18.908215,18.883793,18.790562
587739132956901466,19.697662,19.058504,19.051096,19.047224,19.652431,19.025225,19.026958,19.028921,2.34263,5,126,19.722567,19.074688,19.07593,19.066296,18.926647,518425175927029760,4,2.34263,1,18.94364,18.926662,18.908232
587739157114978449,21.379696,19.972492,19.33263,19.029711,21.298149,19.912491,19.289112,18.996712,2.74064,2,109,21.321003,19.98065,19.325872,19.032213,18.953478,546853821700112384,3,2.74064,1,19.723253,19.182571,18.931293
587738195576946947,18.853508,18.291389,18.126133,18.058672,18.48671,18.021503,17.930389,17.910246,2.28191,3,75,18.859976,18.293196,18.120989,18.051689,17.820879,526024258007072768,3,2.28191,1,18.413265,18.26123,18.161552
587738197197127900,20.113403,19.419271,19.252644,19.212975,19.685629,19.104519,19.024359,19.039873,2.55542,6,221,20.089058,19.432846,19.27916,19.219778,19.05636,528843972227891200,4,2.55542,1,19.548063,19.344398,19.357748
587738371133538504,19.121122,18.595213,18.490164,18.48542,18.936531,18.459393,18.391655,18.410725,2.39701,2,72,19.122868,18.606195,18.506086,18.506926,18.260872,541786906669613056,4,2.39701,1,18.526907,18.415876,18.415226
587738371136618795,19.884077,19.23085,19.090847,18.915438,19.6856,19.084812,18.984928,18.835123,2.29542,2,119,19.896523,19.252754,19.108295,18.932449,18.678856,542912793091768320,3,2.29542,1,19.03186,18.908054,18.773762
587739131883225097,19.432781,19.187902,19.162411,19.08564,19.396841,19.161459,19.143232,19.071096,2.175,3,127,19.426886,19.202364,19.168812,19.076199,18.947752,518425176027693056,3,2.175,1,19.17215,19.172821,19.103237
587739132419637375,22.198952,20.251865,20.007994,19.892393,22.150789,20.216429,19.982292,19.872904,2.94717,4,120,22.187599,20.252621,20.010761,19.8946,19.861324,518143618104426496,4,2.94717,1,20.260706,19.94393,19.856974
587739132420686044,23.800213,20.400057,19.921312,19.800632,23.73119,20.34927,19.884478,19.772701,3.22079,4,136,23.706501,20.398195,19.917082,19.807283,19.99896,518425174534520832,4,3.22079,1,20.428165,19.861568,19.743523
587739132423045456,22.821302,20.344448,19.931835,19.835981,22.729004,20.276537,19.88258,19.798632,3.0842,4,172,22.837955,20.347702,19.939924,19.836443,19.935371,519272379818442752,4,3.0842,1,20.144409,19.732893,19.659439
587739376162504939,24.357811,20.46125,19.95405,19.830534,24.175184,20.326876,19.85659,19.756634,3.31518,2,173,24.202055,20.484304,19.957546,19.829788,19.758265,587386157268992000,3,3.31518,1,20.61235,20.006973,19.900473
587739377233690834,23.56492,20.035332,19.353477,19.189262,23.37936,19.898798,19.254452,19.114174,3.11688,4,134,23.464962,20.045044,19.365599,19.201511,19.127792,586823033516195840,3,3.11688,1,19.993019,19.335182,19.150427
587739377772986873,25.897917,22.895834,20.782227,20.179739,25.708509,22.75647,20.681149,20.103094,4.3781,5,171,25.848198,22.89838,20.800907,20.208803,19.831625,587386158820884480,3,4.3781,1,23.127737,21.1269,20.267277
587739379910246524,19.339951,19.232525,19.121565,19.044334,19.249361,19.165869,19.073221,19.007677,2.05687,1,15,19.32955,19.233671,19.121889,19.032217,18.783922,596114948526964736,3,2.05687,1,18.885674,18.805368,18.789125
587739379916603530,19.899088,19.36768,19.230556,19.120155,19.721554,19.237051,19.135815,19.048315,2.17021,1,112,19.906704,19.389256,19.242912,19.127739,18.873369,603996666172801024,3,2.17021,1,19.27569,19.103825,19.013672
587739381526298627,19.488405,18.99571,19.113573,19.100229,19.385569,18.920044,19.058693,19.058617,2.25555,4,98,19.478529,19.000744,19.128706,19.109482,18.881269,602868840094760960,3,2.25555,1,19.236704,19.236507,19.176067
587739381532393798,21.223608,19.498144,19.332893,19.227728,20.954985,19.300493,19.189541,19.119028,2.96737,4,191,21.221415,19.49571,19.342646,19.235365,19.151892,610749248006258688,4,2.96737,1,19.598942,19.400902,19.342911
587739382060417235,22.747038,20.061766,19.521898,19.45764,22.674906,20.008692,19.483404,19.428452,3.39261,5,56,22.688885,20.06391,19.528625,19.461027,19.364571,599493238566420480,3,3.39261,1,20.261686,19.722738,19.61418
587739382066315438,24.517502,20.473764,19.613123,19.351608,24.316315,20.325733,19.505758,19.270197,3.40273,5,146,24.384645,20.453983,19.609818,19.352968,19.150822,608217385538682880,3,3.40273,1,20.412548,19.488083,19.247025
587739385279348951,22.691402,20.058441,19.558973,19.310263,22.428656,19.865114,19.418756,19.203941,3.03605,3,21,22.615633,20.057634,19.541538,19.304264,19.318521,621164847039512576,3,3.03605,1,20.18079,19.605263,19.408104
587739406246084683,18.724976,18.085217,17.70154,17.482618,18.633841,18.01816,17.652905,17.44574,2.13897,2,460,18.7409,18.132505,17.719864,17.504616,17.341917,567403230854643712,3,2.13897,1,18.292797,17.874495,17.641638
587739406767685863,23.495525,20.883467,19.651531,19.608509,23.401464,20.814259,19.601336,19.570448,3.84483,3,227,23.395489,20.859438,19.652216,19.611919,19.722393,548261265143758848,4,3.84483,1,20.884789,19.653065,19.600449
587739406777450740,23.645052,20.019032,19.616676,19.61829,23.52474,19.930508,19.552471,19.569605,3.28317,3,376,23.621792,20.057785,19.719704,19.672615,19.790133,591328148977614848,3,3.28317,1,20.063671,19.650131,19.661909
587739407332409423,22.606882,19.367748,19.056339,18.564636,22.516914,19.301552,19.008327,18.528231,3.13125,4,652,22.648245,19.358568,19.069071,18.567289,18.415979,602024385078886400,4,3.13125,1,19.458723,19.058441,18.54509
587739407335948550,23.528387,20.410793,20.002775,19.888676,23.353382,20.282026,19.909382,19.817858,3.34034,4,706,23.34605,20.427404,20.028097,19.939085,19.779289,607374494440357888,3,3.34034,1,20.610321,20.088861,20.006832
587739407829434783,21.722548,20.07412,19.948317,19.796137,21.546894,19.944876,19.854578,19.725058,3.10755,5,44,21.708965,20.083427,19.964424,19.814257,19.743296,585697090588377088,3,3.10755,1,20.210054,19.984976,19.817846
587739407834022035,19.626141,19.318197,19.125364,19.099483,19.431248,19.174797,19.021358,19.020618,2.1271,5,114,19.628532,19.325773,19.118767,19.081749,18.828386,586823031846862848,3,2.1271,1,19.333788,19.132784,19.085373
587739408374628517,22.488899,20.082928,19.671194,19.436424,22.320776,19.959223,19.581474,19.368391,3.21349,6,171,22.41383,20.066719,19.663544,19.433044,19.457291,544883375605809152,4,3.21349,1,19.937096,19.58696,19.380081
587739408384786528,22.945536,19.964264,19.274202,19.137934,22.820063,19.871943,19.207243,19.08716,3.57935,6,326,22.835867,19.931067,19.266705,19.124222,19.018417,558394411680006144,4,3.57935,1,20.123341,19.298979,19.15011
587739408401236122,19.674282,19.029696,19.031157,19.077694,19.57073,18.953503,18.975895,19.035791,2.39893,6,577,19.680862,19.04434,19.041403,19.090517,18.815279,596114949453905920,4,2.39893,1,19.188206,19.127117,19.125805
587739457224048683,19.415005,18.994827,18.899321,18.93178,19.325466,18.928946,18.851538,18.895548,2.12994,1,82,19.427647,19.010309,18.895281,18.926554,18.783636,600898996176683008,3,2.12994,1,19.237219,19.145819,19.197298
587739458834333951,24.258099,21.688688,19.454485,19.42071,24.171501,21.624971,19.408272,19.385668,4.31793,4,77,24.277279,21.684376,19.444153,19.420612,19.189541,600898997900541952,3,4.31793,1,21.751299,19.504805,19.334669
587739459369435307,24.279047,20.417597,19.748569,19.530218,24.19165,20.353291,19.701929,19.494852,3.42662,5,50,24.051525,20.431786,19.750877,19.539724,19.57062,598646845824040960,3,3.42662,1,20.402077,19.739614,19.529846
587745541052367000,22.912455,20.522381,20.248791,20.204521,22.674955,20.347631,20.122047,20.108416,3.15741,5,191,22.942013,20.507265,20.245213,20.19836,20.241444,726437765259984896,4,3.15741,1,20.529964,20.297012,20.342379
588009367475650630,18.929895,18.271765,18.197159,18.004515,18.876314,18.23234,18.168566,17.982832,2.26011,4,253,18.930523,18.273279,18.19529,17.998482,17.760866,157005987956391936,3,2.26011,1,18.105007,18.060287,17.941446
588009370146832728,24.285686,21.951521,20.7176,20.353605,24.252378,21.927013,20.699825,20.340128,2.19811,1,52,24.303442,21.962246,20.735701,20.367886,20.513512,157287736888262656,0,2.19811,1,23.137333,21.301466,20.596058
588009371226275986,25.276102,20.537216,20.158966,19.973436,25.153791,20.44722,20.093695,19.923943,2.9838,3,139,25.173954,20.538324,20.177069,19.983345,19.672649,218649290619224064,3,2.9838,1,21.102295,20.530018,20.419155
588009371759280143,18.944069,18.311815,18.244411,18.19029,18.897669,18.277676,18.21965,18.171515,2.33208,4,80,18.956804,18.332169,18.268515,18.20966,18.003223,157850598559973376,4,2.33208,1,18.295012,18.216072,18.193325
588009371764064398,20.977921,19.324295,19.17264,18.888519,20.886679,19.25716,19.123947,18.851597,2.84086,4,153,20.945011,19.344658,19.1947,18.907431,18.943977,218930772239712256,4,2.84086,1,19.396126,19.11726,18.91745
588010358004449309,19.616734,19.307508,19.131767,19.081427,19.387627,19.138933,19.009502,18.988718,2.11314,1,283,19.602753,19.333149,19.148252,19.09623,18.961651,162917331037585408,3,2.11314,1,19.01248,18.892174,18.896809
588010358011527210,19.388468,19.177191,19.047962,18.923727,19.273203,19.092381,18.98645,18.877085,2.01158,1,391,19.38689,19.183311,19.062279,18.943832,18.808777,236663925934915584,3,2.01158,1,19.130314,19.014748,18.960474
